Case Number,Address House Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Zip,Date Case Generated,Date Case Closed,Case Type,Response Days,Status of Case,lat,long
372767,3029,S,HILLCREST,DR,90016,3/22/2010,10/12/2011,GENERAL,569,O,34.02668,-118.343
489777,8103,N,IRONDALE,AVE,91306,1/25/2013,,GENERAL,,O,34.21708,-118.58477
388534,13200,W,CUMPSTON,ST,91401,8/3/2010,12/2/2014,GENERAL,1582,O,34.16961,-118.4202
595775,130,E,55TH,ST,90011,5/20/2014,,GENERAL,,O,33.99233,-118.27283
595779,2816,N,SICHEL,ST,90031,5/20/2014,,GENERAL,,O,34.07978,-118.21306
595791,6723,N,VAN NUYS,BLVD,91405,5/20/2014,,GENERAL,,O,34.19269,-118.44905
337997,4018,N,ELDERBANK,DR,90031,10/15/2014,,GENERAL,,O,34.09253,-118.1976
352913,11010,N,ARLETA,AVE,91345,1/7/2010,3/5/2013,CITATIONS,1153,O,34.27016,-118.45427
502893,138,W,AVENUE 27,,90031,6/21/2013,,GENERAL,,O,34.07876,-118.21645
595843,6615,N,JAMIESON,AVE,91335,5/21/2014,,GENERAL,,O,34.19079,-118.52167
392805,12959,W,CHANDLER,BLVD,91401,9/13/2010,9/17/2014,GENERAL,1465,O,34.16878,-118.41556
403724,1816,W,77TH,ST,90047,1/4/2011,,GENERAL,,O,33.96986,-118.30973
403731,728,S,HILL,ST,90014,1/4/2011,,GENERAL,,O,34.04511,-118.25492
596133,1051,S,ST ANDREWS,PL,90019,5/22/2014,,GENERAL,,O,34.05112,-118.31132
403780,2549,S,CARMONA,AVE,90016,1/5/2011,,GENERAL,,O,34.03298,-118.36375
596537,14755,W,KITTRIDGE,ST,91405,5/23/2014,,GENERAL,,O,34.19083,-118.45501
403785,6132,S,VERMONT,AVE,90044,1/5/2011,,VEIP,,O,33.98383,-118.29131
403932,7360,N,RESEDA,BLVD,91335,1/6/2011,,VEIP,,O,,
404002,4545,N,SAN BLAS,AVE,91364,1/10/2011,,GENERAL,,O,34.15107,-118.59912
404090,7850,N,SEPULVEDA,BLVD,91405,1/11/2011,,VEIP,,O,34.21341,-118.46599
404180,2706,E,CESAR E CHAVEZ,AVE,90033,1/12/2011,,GENERAL,,O,34.04493,-118.20391
404181,5115,E,CAVANAGH,ROAD,90032,1/12/2011,,GENERAL,,O,34.06924,-118.17266
404193,1203,E,ANAHEIM,ST,90744,1/12/2011,,VEIP,,O,33.78094,-118.24819
404197,5948,N,CALHOUN,AVE,91401,1/12/2011,,VEIP,,O,34.17902,-118.44201
635491,677,E,52ND,PL,90011,7/10/2014,,GENERAL,,O,33.99509,-118.26341
637009,1636,S,OXFORD,AVE,90006,7/11/2014,,GENERAL,,O,34.04331,-118.30752
660009,7754,N,PASO ROBLES,AVE,91406,10/2/2014,,GENERAL,,O,34.21181,-118.5022
660012,13607,W,SATICOY,ST,91402,10/2/2014,,GENERAL,,O,34.20959,-118.42913
660016,210,W,SLAUSON,AVE,90003,10/2/2014,,GENERAL,,O,33.98905,-118.27668
404477,14318,W,CALVERT,ST,91401,1/20/2011,,GENERAL,,O,34.18156,-118.44496
404255,114,E,G,ST,90744,1/18/2011,,VEIP,,O,33.77843,-118.26172
670032,11931,N,EDDLESTON,DR,91326,12/30/2014,,GENERAL,,O,34.28963,-118.53611
404256,114,E,G,ST,90744,1/18/2011,,VEIP,,O,33.77843,-118.26172
404297,618,N,FRIES,AVE,90744,1/18/2011,,VEIP,,O,33.77752,-118.26467
670054,7938,N,CASABA,AVE,91306,12/30/2014,,GENERAL,,O,34.21496,-118.57667
404305,1019,E,G,ST,90744,1/18/2011,,VEIP,,O,33.77932,-118.24994
404306,1030,N,CRISTOBAL,AVE,90744,1/18/2011,,VEIP,,O,33.78444,-118.24297
672102,6426,N,NEWCASTLE,AVE,91335,1/28/2015,,GENERAL,,O,34.18753,-118.52525
404351,1449,E,25TH,ST,90011,1/19/2011,,GENERAL,,O,34.01674,-118.24793
404456,952,N,DEXTER,ST,90042,1/19/2011,,GENERAL,,O,34.1155,-118.20846
404461,14208,W,OXNARD,ST,91401,1/19/2011,,VEIP,,O,34.17915,-118.44245
404465,2101,E,I,ST,90744,1/20/2011,,VEIP,,O,33.7829,-118.23531
404598,5105,S,MCKINLEY,AVE,90011,1/20/2011,,GENERAL,,O,33.99639,-118.26098
672351,17068,W,DEVONSHIRE,ST,91325,1/29/2015,,GENERAL,,O,34.25734,-118.50455
673217,3130,W,OLYMPIC,BLVD,90006,2/6/2015,,GENERAL,,O,34.05241,-118.30391
677751,2151,W,VENICE,BLVD,90006,4/8/2015,,GENERAL,,O,34.04374,-118.30429
680334,4634,W,17TH,ST,90019,5/6/2015,,GENERAL,,O,34.0442,-118.33924
680948,1614,S,WELLINGTON,ROAD,90019,5/11/2015,,GENERAL,,O,34.04481,-118.33085
404210,4610,E,TWINING,ST,90032,1/13/2011,,GENERAL,,O,34.08398,-118.1842
404315,4312,E,BEAGLE,ST,90032,1/18/2011,,GENERAL,,O,34.07904,-118.19181
404655,1947,S,MANNING,AVE,90025,1/25/2011,,CNAP,,O,34.0502,-118.42926
405145,14719,W,OXNARD,ST,91411,1/31/2011,,GENERAL,,O,34.17954,-118.45372
404661,8400,N,AURA,AVE,91324,1/25/2011,,CNAP,,O,34.22267,-118.55452
404719,1422,W,259TH,ST,90710,1/26/2011,,VEIP,,O,33.78809,-118.30212
404721,1422,W,259TH,ST,90710,1/26/2011,,VEIP,,O,33.78809,-118.30212
404723,6180,S,ST ANDREWS,PL,90047,1/26/2011,,VEIP,,O,33.98359,-118.31134
680955,1642,S,STANLEY,AVE,90019,5/11/2015,,GENERAL,,O,34.04543,-118.36289
685467,913,E,54TH,ST,90011,6/5/2015,,GENERAL,,O,33.99354,-118.25955
685468,1020,W,54TH,ST,90037,6/5/2015,,GENERAL,,O,33.9931,-118.29234
685469,111,E,69TH,ST,90003,6/5/2015,,GENERAL,,O,33.97708,-118.27342
404932,10217,S,HOBART,BLVD,90047,1/27/2011,2/12/2013,GENERAL,747,O,33.94352,-118.30799
685473,7100,S,BROADWAY,,90003,6/5/2015,,GENERAL,,O,,
405064,9811,N,DEERING,AVE,91311,1/31/2011,,VEIP,,O,34.249,-118.59742
405154,5207,N,BILOXI,AVE,91601,2/1/2011,,VEIP,,O,34.16523,-118.35841
405183,1217,W,187TH,PL,90248,2/1/2011,,GENERAL,,O,33.86065,-118.29499
685619,7828,S,SAN PEDRO,ST,90003,6/5/2015,,GENERAL,,O,33.96793,-118.26936
685620,1187,S,CRENSHAW,BLVD,90019,6/5/2015,,GENERAL,,O,34.05008,-118.32573
685934,328,E,71ST,ST,90003,6/15/2015,,GENERAL,,O,33.97535,-118.26844
404732,8545,W,LA TUNA CANYON,ROAD,91352,1/26/2011,,CITATIONS,,O,34.23712,-118.31965
686000,1523,S,CRENSHAW,BLVD,90019,6/16/2015,,GENERAL,,O,34.04523,-118.32837
689124,23061,W,CANZONET,ST,91367,7/17/2015,,GENERAL,,O,34.16669,-118.6296
689127,7053,N,CANBY,AVE,91335,7/17/2015,,GENERAL,,O,34.19905,-118.53489
405184,8913,S,WESTERN,AVE,90047,2/1/2011,,GENERAL,,O,33.95587,-118.30921
405327,15336,W,ROSCOE,BLVD,91402,2/2/2011,,CNAP,,O,34.22126,-118.46691
689142,2052,N,WOLLAM,ST,90065,7/20/2015,,GENERAL,,O,34.10577,-118.22823
405363,5310,W,HOLLYWOOD,BLVD,90027,2/2/2011,,CNAP,,O,34.10158,-118.3062
689162,920,N,DEXTER,ST,90042,7/20/2015,,GENERAL,,O,34.11537,-118.20965
693398,14526,W,HARTLAND,ST,91405,8/19/2015,,GENERAL,,O,34.19495,-118.44973
696710,15723,W,ROMAR,ST,91343,9/29/2015,,GENERAL,,O,34.25472,-118.47484
700484,1149,W,58TH,ST,90037,10/28/2015,,GENERAL,,O,33.98979,-118.29533
700821,1401,S,CARMONA,AVE,90019,10/28/2015,,GENERAL,,O,34.04875,-118.35818
700825,1338,S,SYCAMORE,AVE,90019,10/28/2015,,GENERAL,,O,34.04848,-118.34774
700843,7242,N,WOODLEY,AVE,91406,10/29/2015,,GENERAL,,O,34.20251,-118.48346
701571,8913,S,METTLER,ST,90003,11/3/2015,,GENERAL,,O,33.95517,-118.26662
701572,658,E,89TH,ST,90002,11/3/2015,,GENERAL,,O,33.95551,-118.26317
701626,5300,S,AVALON,BLVD,90011,11/3/2015,,GENERAL,,O,33.99402,-118.26501
702304,143,E,57TH,ST,90011,11/10/2015,,GENERAL,,O,33.99079,-118.27243
702306,620,E,81ST,ST,90001,11/10/2015,,GENERAL,,O,33.96546,-118.26426
405407,1725,S,KINGSLEY,DR,90006,2/3/2011,,GENERAL,,O,34.04189,-118.30351
405560,5177,W,PICO,BLVD,90019,2/8/2011,,GENERAL,,O,34.04829,-118.35124
405458,801,E,7TH,ST,90021,2/7/2011,,GENERAL,,O,34.03955,-118.24481
405459,2303,E,11TH,ST,90021,2/7/2011,,GENERAL,,O,34.02346,-118.23131
405528,13964,W,BEAVER,ST,91342,2/8/2011,,GENERAL,,O,34.30401,-118.4372
405816,11854,W,JUNIETTE,ST,90230,2/9/2011,,GENERAL,,O,33.98607,-118.40316
405836,2030,E,15TH,ST,90021,2/9/2011,,GENERAL,,O,34.02231,-118.23507
405886,304,S,PLYMOUTH,BLVD,90020,2/10/2011,,GENERAL,,O,34.06862,-118.32268
405890,1554,W,218TH,ST,90501,2/10/2011,,GENERAL,,O,33.83016,-118.30584
406224,14684,W,PLUMMER,ST,91402,2/14/2011,,GENERAL,,O,34.24254,-118.45316
406225,13172,W,TERRA BELLA,ST,91331,2/14/2011,,GENERAL,,O,34.25701,-118.41988
406252,4713,N,CANOGA,AVE,91364,2/15/2011,,GENERAL,,O,34.15376,-118.59633
406266,762,S,STANFORD,AVE,90021,2/15/2011,,GENERAL,,O,34.03741,-118.24587
406267,1020,E,WILDE,ST,90021,2/15/2011,,GENERAL,,O,34.03828,-118.24064
702307,210,E,92ND,ST,90003,11/10/2015,,GENERAL,,O,33.95273,-118.2713
702310,624,E,81ST,ST,90001,11/10/2015,,GENERAL,,O,33.96537,-118.26402
702311,14832,W,CANTARA,ST,91402,11/10/2015,,GENERAL,,O,34.21923,-118.45644
702314,3960,W,BEVERLY,BLVD,90004,11/10/2015,,GENERAL,,O,34.0761,-118.29495
702315,16126,W,WYANDOTTE,ST,91406,11/10/2015,,GENERAL,,O,34.20284,-118.48469
702851,236,E,89TH,ST,90003,11/17/2015,,GENERAL,,O,33.95542,-118.27041
704820,17620,W,WELBY,WAY,91406,12/4/2015,,GENERAL,,O,34.19251,-118.51701
705233,6600,N,CHIMINEAS,AVE,91335,12/10/2015,,GENERAL,,O,34.19046,-118.52821
705700,14829,W,OXNARD,ST,91411,12/18/2015,,GENERAL,,O,34.17955,-118.45632
705701,17244,W,LEMAY,ST,91406,12/18/2015,,GENERAL,,O,34.19102,-118.50924
705784,4800,W,VENICE,BLVD,90019,12/18/2015,,GENERAL,,O,34.04635,-118.34071
406285,5800,W,3RD,ST,90036,2/15/2011,,GENERAL,,O,34.06889,-118.34641
406290,10240,N,DE SOTO,AVE,91311,2/15/2011,,VEIP,,O,34.25656,-118.58837
406292,11637,W,SHERMAN,WAY,91605,2/15/2011,,VEIP,,O,34.20136,-118.38581
406424,6552,N,BUFFALO,AVE,91401,2/16/2011,,GENERAL,,O,34.18982,-118.43002
406605,4071,S,AVALON,BLVD,90011,2/16/2011,,VEIP,,O,34.00958,-118.26545
407245,8426,S,BROADWAY,,90003,2/24/2011,,GENERAL,,O,33.96254,-118.27808
407089,4136,S,ALLA,ROAD,90066,2/22/2011,,GENERAL,,O,33.99192,-118.43681
407092,11103,W,RANDALL,ST,91352,2/22/2011,,VEIP,,O,,
407115,4060,N,SUMAC,DR,91403,2/23/2011,,GENERAL,,O,34.144,-118.44918
407253,5840,S,LOS ANGELES,ST,90003,2/24/2011,,GENERAL,,O,33.98863,-118.27041
407136,1172,W,29TH,ST,90007,2/23/2011,,CNAP,,O,34.02828,-118.28589
407163,4426,S,VERMONT,AVE,90037,2/23/2011,,GENERAL,,O,34.00286,-118.29133
407275,6075,W,RODGERTON,DR,90068,2/24/2011,,CNAP,,O,34.12552,-118.31961
407283,8917,S,RUTHELEN,ST,90047,2/24/2011,,GENERAL,,O,33.95577,-118.31241
407525,1137,W,51ST,PL,90037,2/28/2011,,GENERAL,,O,33.99609,-118.295
407596,150,W,49TH,ST,90037,2/28/2011,,GENERAL,,O,33.99822,-118.27576
407630,7333,W,PACIFIC VIEW,DR,90068,3/1/2011,,GENERAL,,O,34.12128,-118.35298
407674,8300,N,LAUREL CANYON,BLVD,91352,3/1/2011,,VEIP,,O,34.22195,-118.3963
707744,18029,W,VANOWEN,ST,91335,1/9/2016,,GENERAL,,O,34.194,-118.52594
707929,136,W,52ND,PL,90037,1/11/2016,,GENERAL,,O,33.99457,-118.27534
708586,9921,N,TOPANGA CANYON,BLVD,91311,1/14/2016,,GENERAL,,O,34.25043,-118.60628
407695,2734,S,MEDLOW,AVE,90065,3/1/2011,,GENERAL,,O,34.12573,-118.2254
408088,5855,N,ROLLING,ROAD,91367,3/3/2011,,GENERAL,,O,34.17728,-118.60695
408126,4313,W,PICO,BLVD,90019,3/3/2011,,GENERAL,,O,34.04814,-118.32844
407700,3405,S,ABALONE,AVE,90732,3/1/2011,,GENERAL,,O,33.72289,-118.32112
407726,6363,W,WILSHIRE,BLVD,90048,3/2/2011,,GENERAL,,O,34.06385,-118.3674
408117,9713,S,DENKER,AVE,90047,3/3/2011,,GENERAL,,O,33.94721,-118.30478
408155,2627,N,HURON,ST,90065,3/3/2011,,GENERAL,,O,34.0852,-118.22248
708617,2691,E,THORPE,AVE,90065,1/15/2016,,GENERAL,,O,34.09258,-118.22515
408133,226,W,21ST,ST,90007,3/3/2011,,GENERAL,,O,34.02993,-118.26864
408138,8005,S,FIGUEROA,ST,90003,3/3/2011,,GENERAL,,O,33.96646,-118.28296
408148,9065,S,NORMANDIE,AVE,90047,3/3/2011,,GENERAL,,O,33.95461,-118.30051
408149,220,W,21ST,ST,90007,3/3/2011,,GENERAL,,O,34.0299,-118.26855
408400,1247,W,38TH,ST,90037,3/7/2011,,GENERAL,,O,34.01743,-118.29888
408460,8611,N,KESTER,AVE,91402,3/8/2011,,GENERAL,,O,34.22682,-118.45761
408473,7943,N,HASKELL,AVE,91406,3/8/2011,,VEIP,,O,34.215,-118.47511
708692,22255,W,CHATSWORTH,ST,91311,1/19/2016,,GENERAL,,O,34.26453,-118.61234
708698,16521,W,HIAWATHA,ST,91344,1/19/2016,,GENERAL,,O,34.25967,-118.49174
708758,20027,W,LANARK,ST,91306,1/19/2016,,GENERAL,,O,34.21812,-118.56957
709963,6537,N,COLUMBUS,AVE,91411,1/28/2016,,GENERAL,,O,34.18961,-118.46416
709984,6656,W,HOLLYWOOD,BLVD,90028,1/29/2016,,GENERAL,,O,34.10134,-118.33536
408395,2137,N,ALTA,ST,90031,3/7/2011,,GENERAL,,O,34.07019,-118.20395
408142,6514,E,POLLARD,ST,90042,3/3/2011,,GENERAL,,O,34.11911,-118.17666
519725,5661,E,FALLSTON,ST,90042,10/28/2013,,GENERAL,,O,34.12386,-118.19495
519855,1014,N,FORTUNE,WAY,90042,10/29/2013,,GENERAL,,O,34.12471,-118.1697
408966,3144,S,MOUNTAIN VIEW,AVE,90066,3/11/2011,,GENERAL,,O,34.01777,-118.44164
409166,5160,N,LLANO,DR,91364,3/14/2011,,GENERAL,,O,34.16293,-118.61236
409191,7745,N,SEPULVEDA,BLVD,91406,3/14/2011,,VEIP,,O,,
409468,7538,N,QUARTZ,AVE,91306,3/14/2011,,GENERAL,,O,34.20721,-118.56415
710299,715,E,56TH,ST,90011,2/3/2016,,GENERAL,,O,33.9917,-118.26256
710306,7730,N,PASO ROBLES,AVE,91406,2/3/2016,,GENERAL,,O,34.21128,-118.5022
710315,22113,W,CANTLAY,ST,91303,2/3/2016,,GENERAL,,O,34.20209,-118.60863
409701,1618,W,WASHINGTON,BLVD,90007,3/15/2011,,VEIP,,O,34.03983,-118.29228
710320,1232,N,TAMARIND,AVE,90038,2/3/2016,,GENERAL,,O,34.0936,-118.3189
711533,6420,W,FRANKLIN,AVE,90028,2/10/2016,,GENERAL,,O,34.10507,-118.32966
712666,163,E,64TH,ST,90003,2/26/2016,,GENERAL,,O,33.98162,-118.27167
712668,5847,S,FIGUEROA,ST,90003,2/26/2016,,GENERAL,,O,33.98839,-118.28292
712669,8507,N,BARDWELL,AVE,91402,2/26/2016,,GENERAL,,O,34.22456,-118.43234
714158,3960,W,WILSHIRE,BLVD,90010,3/9/2016,,GENERAL,,O,34.06153,-118.31323
714639,4647,W,SATURN,ST,90019,3/16/2016,,GENERAL,,O,34.04371,-118.34008
715581,6970,N,LURLINE,AVE,91306,3/29/2016,,GENERAL,,O,34.19729,-118.58334
716618,1239,S,ORANGE,DR,90019,4/13/2016,,GENERAL,,O,34.05227,-118.34553
409293,12515,W,SHELDON,ST,91352,3/14/2011,,GENERAL,,O,34.2306,-118.40594
408823,1047,S,NORMANDIE,AVE,90006,3/10/2011,,GENERAL,,O,34.05123,-118.30016
409726,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409727,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409728,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409729,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409730,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409731,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409732,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409733,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409734,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409735,7833,N,SEPULVEDA,BLVD,91406,3/15/2011,,VEIP,,O,34.21295,-118.4664
409736,1834,S,SAWTELLE,BLVD,90025,3/15/2011,,GENERAL,,O,34.04317,-118.44534
410143,12108,W,IVY,PL,90064,3/16/2011,,GENERAL,,O,34.02265,-118.44451
410216,2423,S,CARMONA,AVE,90016,3/17/2011,,GENERAL,,O,34.03461,-118.36316
410220,20843,S,NORMANDIE,AVE,90501,3/17/2011,,CNAP,,O,33.84067,-118.2994
410242,20821,S,NORMANDIE,AVE,90501,3/17/2011,,CNAP,,O,33.84116,-118.29941
410381,22708,W,MARLIN,PL,91307,3/21/2011,,GENERAL,,O,34.19673,-118.62145
410408,1106,E,11TH,ST,90021,3/21/2011,,GENERAL,,O,34.03178,-118.24699
410418,11844,W,JEFFERSON,BLVD,90230,3/21/2011,,GENERAL,,O,33.98539,-118.40245
410456,9931,N,SAN FERNANDO,ROAD,91331,3/21/2011,,VEIP,,O,34.25067,-118.40607
410270,15758,W,LEMARSH,ST,91343,3/18/2011,11/17/2015,GENERAL,1705,O,34.2554,-118.47586
716776,1205,W,57TH,ST,90037,4/15/2016,,GENERAL,,O,33.99106,-118.2962
716777,155,W,FLORENCE,AVE,90003,4/15/2016,,GENERAL,,O,33.97485,-118.27595
716850,7007,S,AVALON,BLVD,90003,4/15/2016,,GENERAL,,O,33.976,-118.2654
719632,164,W,81ST,ST,90003,5/10/2016,,GENERAL,,O,33.96585,-118.27608
410572,8540,N,SEPULVEDA,BLVD,91343,3/21/2011,,VEIP,,O,34.2259,-118.46748
410878,10720,N,SHERMAN GROVE,AVE,91040,3/23/2011,,GENERAL,,O,34.26404,-118.3199
410892,914,E,109TH,PL,90059,3/23/2011,,GENERAL,,O,33.93634,-118.25814
410929,3522,S,BURNSIDE,AVE,90016,3/24/2011,,GENERAL,,O,34.02268,-118.36249
410934,9971,N,SAN FERNANDO,ROAD,91331,3/24/2011,,VEIP,,O,34.2515,-118.40696
411133,2945,S,ALMA,ST,90731,3/25/2011,,GENERAL,,O,33.71883,-118.2994
411194,4130,S,DEL REY,AVE,90292,3/29/2011,,GENERAL,,O,33.98812,-118.44458
411275,828,W,IMPERIAL,HWY,90044,3/30/2011,,GENERAL,,O,33.93082,-118.29039
411279,24255,S,SENATOR,AVE,90710,3/30/2011,,GENERAL,,O,33.80415,-118.30027
411280,321,E,COLDEN,AVE,90003,3/30/2011,,GENERAL,,O,33.94933,-118.26872
411485,9735,N,GLENOAKS,BLVD,91352,3/31/2011,,VEIP,,O,34.24663,-118.38449
411495,18923,W,VENTURA,BLVD,91356,3/31/2011,,VEIP,,O,34.17261,-118.54573
410591,1537,S,ARLINGTON,AVE,90019,3/22/2011,,GENERAL,,O,34.04428,-118.31789
410912,4817,W,18TH,ST,90019,3/24/2011,,GENERAL,,O,34.04256,-118.34301
410933,1206,S,GRAMERCY,PL,90019,3/24/2011,,GENERAL,,O,34.04901,-118.31288
719828,15830,W,LEADWELL,ST,91406,5/10/2016,,GENERAL,,O,34.20379,-118.47798
719829,17432,W,HART,ST,91406,5/10/2016,,GENERAL,,O,34.19739,-118.51317
725687,11862,W,ART,ST,91352,7/5/2016,,GENERAL,,O,34.23389,-118.39097
725688,9375,N,HASKELL,AVE,91343,7/5/2016,,GENERAL,,O,34.24056,-118.47647
725690,2560,S,COTNER,AVE,90064,7/5/2016,,GENERAL,,O,34.0333,-118.43372
411589,9419,N,BURNET,AVE,91343,4/4/2011,,GENERAL,,O,34.24136,-118.46348
411628,12319,W,BRANFORD,ST,91331,4/4/2011,,VEIP,,O,34.24966,-118.40149
411780,7863,N,WHITSETT,AVE,91605,4/5/2011,,GENERAL,,O,34.21385,-118.40542
411782,18362,W,VENTURA,BLVD,91356,4/5/2011,,VEIP,,O,34.16729,-118.53277
411821,9891,N,SAN FERNANDO,ROAD,91331,4/5/2011,,VEIP,,O,34.24994,-118.40534
411827,5865,S,TOWNE,AVE,90003,4/5/2011,,VEIP,,O,33.98804,-118.26761
412060,17000,W,ROSCOE,BLVD,91406,4/6/2011,,VEIP,,O,34.22103,-118.50306
412077,22333,W,SHERMAN,WAY,91303,4/6/2011,,VEIP,,O,34.20119,-118.61325
411544,15946,W,VANOWEN,ST,91406,3/31/2011,,GENERAL,,O,34.1937,-118.48089
411545,7117,N,VALJEAN,AVE,91406,3/31/2011,,GENERAL,,O,34.19975,-118.48599
411560,802,N,NORMANDIE,AVE,90029,4/1/2011,,GENERAL,,O,34.08506,-118.30031
411567,901,N,NORMANDIE,AVE,90029,4/1/2011,,GENERAL,,O,34.08646,-118.30059
411569,906,N,NORMANDIE,AVE,90029,4/1/2011,,GENERAL,,O,34.08661,-118.30032
411629,150,W,55TH,ST,90037,4/4/2011,,GENERAL,,O,33.99229,-118.27582
411606,7251,N,NESTLE,AVE,91335,4/4/2011,9/17/2016,GENERAL,1993,O,34.2028,-118.53072
412232,15475,W,DORIAN,ST,91342,4/7/2011,,GENERAL,,O,34.31856,-118.46846
412244,801,E,4TH,PL,90013,4/7/2011,,GENERAL,,O,34.04459,-118.23646
413405,361,E,69TH,ST,90003,4/13/2011,,GENERAL,,O,33.9771,-118.26739
412406,12136,W,KESWICK,ST,91605,4/7/2011,,CNAP,,O,34.21018,-118.39796
413410,407,E,70TH,ST,90003,4/13/2011,,CITATIONS,,O,33.97627,-118.26713
412437,2647,E,THORPE,AVE,90065,4/8/2011,,GENERAL,,O,34.09191,-118.22636
412475,18643,W,RUNNYMEDE,ST,91335,4/11/2011,7/14/2014,GENERAL,1190,O,34.20576,-118.53989
412665,20835,W,NORDHOFF,ST,91311,4/11/2011,,VEIP,,O,34.23563,-118.58743
413037,8841,N,WILBUR,AVE,91324,4/13/2011,,VEIP,,O,34.2316,-118.54492
413101,2440,E,15TH,ST,90021,4/13/2011,,VEIP,,O,34.02052,-118.22921
413119,7943,N,HASKELL,AVE,91406,4/13/2011,,VEIP,,O,34.215,-118.47511
413122,7943,N,HASKELL,AVE,91406,4/13/2011,,VEIP,,O,34.215,-118.47511
725693,15710,W,LARKSPUR,ST,91342,7/5/2016,,GENERAL,,O,34.30679,-118.4732
725697,14872,W,LARKSPUR,ST,91342,7/5/2016,,GENERAL,,O,34.32195,-118.45633
725698,13835,N,DRONFIELD,PL,91342,7/5/2016,,GENERAL,,O,34.32259,-118.45761
725699,13773,W,ORO GRANDE,ST,91342,7/5/2016,,GENERAL,,O,34.31792,-118.43356
725703,5630,N,GENTRY,AVE,91607,7/5/2016,,GENERAL,,O,34.17316,-118.39309
725704,6324,N,KLUMP,AVE,91606,7/5/2016,,GENERAL,,O,34.18568,-118.37564
413550,12065,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25379,-118.39598
413551,12065,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25379,-118.39598
413552,12065,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25379,-118.39598
413553,12065,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25379,-118.39598
413554,12065,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25379,-118.39598
413555,12071,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25367,-118.3961
413556,12071,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25367,-118.3961
413557,12071,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25367,-118.3961
413558,12071,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25367,-118.3961
413559,12071,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25367,-118.3961
413560,12065,W,BRANFORD,ST,91331,4/14/2011,,VEIP,,O,34.25379,-118.39598
413593,1633,S,ABBOT KINNEY,BLVD,90291,4/18/2011,,CITATIONS,,O,33.98964,-118.46313
413650,4007,E,YORK,BLVD,90065,4/18/2011,,CITATIONS,,O,34.12533,-118.23032
413726,5810,N,RIVERTON,AVE,91601,4/19/2011,,GENERAL,,O,34.17603,-118.3658
413735,17504,W,COLLINS,ST,91316,4/19/2011,,GENERAL,,O,34.17371,-118.51441
413768,314,W,94TH,ST,90003,4/19/2011,,GENERAL,,O,33.95092,-118.27915
414079,4371,N,WINNETKA,AVE,91364,4/20/2011,,GENERAL,,O,34.14997,-118.57191
414193,12724,W,WEIDNER,ST,91331,4/20/2011,,GENERAL,,O,34.28195,-118.41019
413664,17424,W,SHERMAN,WAY,91406,4/18/2011,,GENERAL,,O,34.20088,-118.51285
725707,11340,W,SHELDON,ST,91352,7/5/2016,,GENERAL,,O,34.25079,-118.37783
725708,7041,W,FLORAMORGAN,TR,91042,7/5/2016,,GENERAL,,O,34.24504,-118.28495
522189,16110,W,SANDY,LANE,91436,11/8/2013,,GENERAL,,O,34.13277,-118.48437
522539,16780,W,OAK VIEW,DR,91436,11/13/2013,,GENERAL,,O,34.15607,-118.49838
522643,6532,W,CERRITOS,PL,90068,11/13/2013,,GENERAL,,O,34.1072,-118.33188
527288,4397,N,TUJUNGA,AVE,91604,12/16/2013,,CITATIONS,,O,34.15006,-118.37917
414539,2170,E,11TH,ST,90021,4/21/2011,,VEIP,,O,34.02442,-118.23406
414672,4967,W,FIR,ST,90016,4/21/2011,,GENERAL,,O,34.02945,-118.35157
414973,1150,N,STONE,ST,90063,4/25/2011,9/28/2015,GENERAL,1617,O,34.052,-118.19352
415114,1157,N,NORMANDIE,AVE,90029,4/26/2011,,GENERAL,,O,34.09219,-118.30063
415038,914,E,INDIANA,AVE,90291,4/25/2011,,GENERAL,,O,33.99966,-118.46319
