Case Number,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,lat,long,year
484699,453,,E,FRONTENAC,AVE,,90065,11/15/2012,,148-5A223 499,GENERAL,East Los Angeles,,O,34.09927,-118.21308,2012
484756,1793,,E,VERNON,AVE,,90058,11/16/2012,,112-5A213  16,GENERAL,South Los Angeles,,O,34.00403,-118.24135,2012
484758,11163,,N,TELFAIR,AVE,,91331,11/16/2012,,210B153   486,GENERAL,North Valley,,O,34.27267,-118.43542,2012
484803,7620,,N,SECURITY,AVE,,91504,11/16/2012,,186B181   142,GENERAL,North Valley,,O,34.20897,-118.34625,2012
484979,801,,S,GRAND,AVE,,90017,11/19/2012,,127-5A209 312,GENERAL,Central,,O,34.04581,-118.25842,2012
485000,13186,,W,GOLETA,ST,,91331,11/19/2012,,204B157  1087,CNAP,North Valley,,O,34.25301,-118.41989,2012
485004,1309,,S,PRADO,ST,,90023,11/19/2012,,118-5A229 192,GENERAL,East Los Angeles,,O,34.01704,-118.1944,2012
485005,3519,,E,PICO,BLVD,,90023,11/19/2012,,118-5A225 266,GENERAL,East Los Angeles,,O,34.01811,-118.20217,2012
485009,3016,,N,ELVIDO,DR,,90049,11/19/2012,,156B137    45,GENERAL,South Valley,,O,34.12684,-118.48939,2012
485029,6703,,N,KATHERINE,AVE,,91405,11/20/2012,,180B153   293,GENERAL,South Valley,,O,34.19215,-118.44329,2012
485212,4119,,S,MCKINLEY,AVE,,90011,11/26/2012,,114A207     7,GENERAL,South Los Angeles,,O,34.00866,-118.26137,2012
485221,2057,,S,OXFORD,AVE,,90018,11/26/2012,,126B193  1149,GENERAL,South Los Angeles,,O,34.03817,-118.30804,2012
485311,11382,,N,BORDEN,AVE,,91331,11/27/2012,,213B161   916,GENERAL,North Valley,,O,34.27702,-118.4092,2012
485127,5400,,N,NEWCASTLE,AVE,,91316,11/21/2012,,171B129    28,GENERAL,South Valley,,O,34.16845,-118.52422,2012
485712,1663,,S,FAIRFAX,AVE,,90035,11/29/2012,,129B173  1499,GENERAL,Central,,O,34.04585,-118.36817,2012
485719,1647,,N,LEMOYNE,ST,,90026,11/29/2012,,142-5A209 233,GENERAL,East Los Angeles,,O,34.08376,-118.2561,2012
485889,4207,,S,NORMANDIE,AVE,,90062,11/29/2012,,114B193  1032,GENERAL,South Los Angeles,,O,34.00707,-118.3004,2012
486175,2130,,W,27TH,ST,,90018,12/4/2012,,123B193   919,GENERAL,South Los Angeles,,O,34.03067,-118.31301,2012
486192,6214,,S,WESTERN,AVE,,90047,12/4/2012,,105B193   843,GENERAL,South Los Angeles,,O,33.98275,-118.30879,2012
486215,16433,,W,GLEDHILL,ST,,91343,12/5/2012,,198B137   137,CNAP,North Valley,,O,34.24214,-118.49046,2012
486332,20334,,W,REAZA,PL,,91364,12/5/2012,,171B113    52,GENERAL,South Valley,,O,34.16824,-118.5772,2012
486334,9900,,N,CABANAS,AVE,,91042,12/5/2012,,201B205   426,GENERAL,North Valley,,O,34.24723,-118.26871,2012
485732,5657,,W,LEXINGTON,AVE,,90038,11/29/2012,,144B193   367,GENERAL,Central,,O,34.09289,-118.31282,2012
485752,5657,,W,LEXINGTON,AVE,,90038,11/29/2012,,144B193   367,GENERAL,Central,,O,34.09289,-118.31282,2012
728498,15720,,W,ROXFORD,ST,,91342,7/20/2016,,222B141    36,GENERAL,North Valley,,O,34.30896,-118.47402,2016
485904,9743,,W,ELDERIDGE,DR,,90210,11/30/2012,,147B157   345,GENERAL,West Los Angeles,,O,34.09691,-118.42186,2012
486015,9347,,N,SAN FERNANDO,ROAD,,91352,12/3/2012,,198B165   126,CITATIONS,North Valley,,O,,,2012
486300,8055,,N,LANKERSHIM,BLVD,,91605,12/5/2012,,189B169   119,CITATIONS,North Valley,,O,34.21705,-118.38798,2012
486498,5468,,S,10TH,AVE,,90043,12/6/2012,,108B185   633,GENERAL,South Los Angeles,,O,33.99113,-118.32801,2012
486503,953,,E,11TH,ST,,90021,12/6/2012,,123A211    73,GENERAL,Central,,O,34.03229,-118.24757,2012
486603,2855,,S,SYCAMORE,AVE,,90016,12/7/2012,,120B177   250,CNAP,South Los Angeles,,O,34.02809,-118.35614,2012
486608,2853,,S,SYCAMORE,AVE,,90016,12/7/2012,,120B177   250,CNAP,South Los Angeles,,O,34.02815,-118.35611,2012
486638,12465,,W,CLARETTA,ST,,91331,12/10/2012,,213B165   490,GENERAL,North Valley,,O,34.2798,-118.4053,2012
486666,1900,,S,CHARITON,ST,,90034,12/10/2012,,126B173   462,GENERAL,South Los Angeles,,O,34.04253,-118.37734,2012
486752,155,,E,90TH,ST,,90003,12/11/2012,,094-5A205  29,GENERAL,South Los Angeles,,O,33.95479,-118.272,2012
486782,944,,S,WESTCHESTER,PL,,90019,12/11/2012,,132B189  1199,GENERAL,Central,,O,34.05409,-118.3153,2012
486784,7919,,S,EL MANOR,AVE,,90045,12/11/2012,,099B165   168,GENERAL,West Los Angeles,,O,33.97048,-118.40102,2012
486617,5811,,S,BROADWAY,,,90037,12/7/2012,,108B201  1346,GENERAL,South Los Angeles,,O,33.9895,-118.27848,2012
486645,20104,,W,STRATHERN,ST,,91306,12/10/2012,,189B113  1343,GENERAL,South Valley,,O,34.21548,-118.57143,2012
486646,7356,,N,DARBY,PL,,91335,12/10/2012,,186B125   684,GENERAL,South Valley,,O,34.20444,-118.53246,2012
728519,7013,,N,TEXHOMA,AVE,,91406,7/20/2016,,183B129   509,GENERAL,South Valley,,O,34.19793,-118.51541,2016
486938,748,,S,SAN PEDRO,ST,,90021,12/12/2012,,126A211   236,GENERAL,Central,,O,34.03949,-118.24775,2012
487087,1673,,E,108TH,ST,,90059,12/13/2012,,088-5A213  13,GENERAL,South Los Angeles,,O,33.93796,-118.24344,2012
487101,6653,,N,AMIGO,AVE,,91335,12/13/2012,,180B121   209,GENERAL,South Valley,,O,34.19179,-118.53871,2012
487198,907,,E,108TH,ST,,90002,12/13/2012,,090B209  1467,GENERAL,South Los Angeles,,O,33.93844,-118.25839,2012
487227,6521,,S,VERMONT,AVE,,90044,12/14/2012,,105B197  1638,GENERAL,South Los Angeles,,O,33.97999,-118.29198,2012
487230,1951,,S,BARRY,AVE,,90025,12/14/2012,,126B149  1160,GENERAL,West Los Angeles,,O,34.03788,-118.44972,2012
487248,2438,,N,GRIFFIN,AVE,,90031,12/14/2012,,139-5A223 347,GENERAL,East Los Angeles,,O,34.07491,-118.21155,2012
487251,14129,,W,HAMLIN,ST,,91401,12/14/2012,,180B153   757,GENERAL,South Valley,,O,34.18881,-118.44095,2012
487333,825,,W,MIRAFLORES,AVE,,90731,12/18/2012,,021B197   555,GENERAL,Harbor,,O,33.75267,-118.29512,2012
487342,821,,W,253RD,ST,,90710,12/18/2012,,036B197   446,GENERAL,Harbor,,O,33.79481,-118.28965,2012
487343,8191,,W,BAIRD,ROAD,,90046,12/18/2012,,150A175    17,GENERAL,Central,,O,34.10734,-118.36938,2012
487346,3115,,S,LA SALLE,AVE,,90018,12/18/2012,,120B193   642,GENERAL,South Los Angeles,,O,34.02601,-118.30549,2012
487347,7703,,S,CRENSHAW,BLVD,,90043,12/18/2012,,099B185   165,GENERAL,South Los Angeles,,O,33.96978,-118.33107,2012
487354,939,,S,3RD,AVE,,90019,12/18/2012,,132B189  1161,GENERAL,Central,,O,34.05425,-118.31681,2012
487357,10146,,N,MOUNTAIR,AVE,,91042,12/18/2012,,204B197   994,GENERAL,North Valley,,O,34.25363,-118.29306,2012
487246,4830,,N,VALJEAN,AVE,,91436,12/14/2012,,168B137   325,GENERAL,South Valley,,O,34.15829,-118.48566,2012
487289,5601,,W,BRIARCLIFF,ROAD,,90068,12/17/2012,,151-5A193 189,GENERAL,Central,,O,34.10888,-118.31218,2012
487419,3801,,S,WESTERN,AVE,,90062,12/19/2012,,117B193   821,GENERAL,South Los Angeles,,O,34.01724,-118.30911,2012
487410,5806,,N,MCDONIE,AVE,,91367,12/19/2012,,174B113   116,GENERAL,South Valley,,O,34.17607,-118.57382,2012
487441,619,,S,OLIVE,ST,,90014,12/19/2012,,129A209   116,GENERAL,Central,,O,34.04764,-118.25479,2012
487596,14922,,W,FRIAR,ST,,91411,12/26/2012,,178-5A149  11,GENERAL,South Valley,,O,34.18552,-118.45828,2012
487458,944,,N,ROBINSON,ST,,90026,12/19/2012,,142-5A203 301,GENERAL,East Los Angeles,,O,34.08432,-118.27716,2012
487472,238,,N,BOWLING GREEN,WAY,,90049,12/19/2012,,135B141   812,GENERAL,West Los Angeles,,O,34.06262,-118.47734,2012
487510,10033,,N,PALI,AVE,,91042,12/20/2012,,201B205   126,GENERAL,North Valley,,O,34.2505,-118.27003,2012
487530,1539,,W,37TH,ST,,90018,12/21/2012,,120B193  1583,GENERAL,South Los Angeles,,O,34.02108,-118.30425,2012
487533,10817,,W,SHERMAN,WAY,,91352,12/21/2012,,183B173    89,GENERAL,North Valley,,O,34.20136,-118.36644,2012
487555,4034,,W,63RD,ST,,90043,12/24/2012,,105B181  1116,CNAP,South Los Angeles,,O,33.98246,-118.34526,2012
487571,1766,,S,HAUSER,BLVD,,90019,12/26/2012,,126B177   680,GENERAL,South Los Angeles,,O,34.04228,-118.35902,2012
487573,2536,,S,WEST,BLVD,,90016,12/26/2012,,123B181   895,GENERAL,South Los Angeles,,O,34.03309,-118.34113,2012
487590,3601,,S,GRAND VIEW,BLVD,,90066,12/26/2012,,114B153   682,GENERAL,West Los Angeles,,O,34.00872,-118.43437,2012
487612,5546,,N,STROHM,AVE,,91601,12/27/2012,,174B177   710,GENERAL,South Valley,,O,34.1713,-118.35924,2012
487707,1393,,N,MARINETTE,ROAD,,90272,12/28/2012,,132B129    54,GENERAL,West Los Angeles,,O,34.05527,-118.5209,2012
487749,13060,,W,SAN VICENTE,BLVD,,90049,12/31/2012,,129B137   502,GENERAL,West Los Angeles,,O,34.04828,-118.49129,2012
487799,2328,,S,5TH,AVE,,90018,1/2/2013,,123B189   290,GENERAL,South Los Angeles,,O,34.03528,-118.3223,2013
488744,7643,,N,WISH,AVE,,91406,1/9/2013,,186B133    85,GENERAL,South Valley,,O,34.20971,-118.5067,2013
488832,20109,,W,ARCHWOOD,ST,,91306,1/10/2013,,180B113   205,GENERAL,South Valley,,O,34.19214,-118.57147,2013
728542,18145,,W,KAREN,DR,,91356,7/20/2016,,168B125   428,GENERAL,South Valley,,O,34.1563,-118.52978,2016
487832,760,,E,VERNON,AVE,,90291,1/2/2013,,111B145   989,GENERAL,West Los Angeles,,O,33.99895,-118.46576,2013
487911,4049,,S,MICHAEL,AVE,,90066,1/3/2013,,108B153   546,GENERAL,West Los Angeles,,O,33.9929,-118.43964,2013
488004,5707,,S,BANDERA,ST,,90058,1/3/2013,,108B213   512,GENERAL,South Los Angeles,,O,33.99095,-118.24019,2013
488256,745,,E,MILWOOD,AVE,,90291,1/7/2013,,108B145   576,GENERAL,West Los Angeles,,O,33.99371,-118.46276,2013
488390,934,,E,11TH,ST,,90021,1/7/2013,,123A211    95,GENERAL,Central,,O,34.0323,-118.24823,2013
488393,14531,,W,LYLE,ST,,91342,1/8/2013,,222B149   395,GENERAL,North Valley,,O,34.30623,-118.44989,2013
488489,1414,,W,36TH,ST,,90018,1/8/2013,,120B193  1297,GENERAL,South Los Angeles,,O,34.02268,-118.30066,2013
488740,1738,,W,41ST,PL,,90062,1/9/2013,,114B193   823,GENERAL,South Los Angeles,,O,34.00803,-118.31032,2013
488779,7623,,S,BRIGHTON,AVE,,90047,1/10/2013,,099B193   219,GENERAL,South Los Angeles,,O,33.97027,-118.30152,2013
488783,19705,,W,VICTORY,BLVD,,91367,1/10/2013,,180B117   846,GENERAL,South Valley,,O,34.18679,-118.56266,2013
488834,22717,,W,LEADWELL,ST,,91307,1/10/2013,,186B097   834,GENERAL,South Valley,,O,34.20336,-118.62256,2013
488838,7742,,N,YARMOUTH,AVE,,91335,1/10/2013,,189B129  1150,GENERAL,South Valley,,O,34.21129,-118.51953,2013
487785,5843,,N,WISH,AVE,,91316,1/2/2013,,177B133   239,GENERAL,South Valley,,O,34.17767,-118.50601,2013
488155,3877,,E,AGUILAR,ST,,90065,1/4/2013,,156B213   144,GENERAL,East Los Angeles,,O,34.12557,-118.2347,2013
488504,6419,,E,ELDER,ST,,90042,1/8/2013,,156A233   179,GENERAL,East Los Angeles,,O,34.12221,-118.17639,2013
488843,13081,,N,FELLOWS,AVE,,91342,1/10/2013,,222B149   222,CNAP,North Valley,,O,34.30737,-118.44684,2013
489047,3677,,S,CRENSHAW,BLVD,,90016,1/10/2013,,117B185    73,GENERAL,South Los Angeles,,O,34.02054,-118.3353,2013
489263,915,,S,MATEO,ST,,90021,1/15/2013,,123A217   120,GENERAL,Central,,O,,,2013
489307,11332,,W,BURBANK,BLVD,,91601,1/16/2013,,174B173   981,GENERAL,South Valley,,O,34.17199,-118.37748,2013
489435,3585,,N,MULTIVIEW,DR,,90068,1/17/2013,,159B177   328,GENERAL,South Valley,,O,34.1321,-118.36341,2013
489456,1940,,S,WESTGATE,AVE,,90025,1/17/2013,,123B149   266,GENERAL,West Los Angeles,,O,34.03569,-118.45325,2013
489483,431,,W,63RD,PL,,90003,1/18/2013,,105B201  1157,GENERAL,South Los Angeles,,O,33.98182,-118.28161,2013
489490,1101,,W,81ST,PL,,90044,1/18/2013,,099B197   986,GENERAL,South Los Angeles,,O,33.96519,-118.2943,2013
489506,553,,W,113TH,ST,,90044,1/18/2013,,087A201   170,GENERAL,South Los Angeles,,O,33.93207,-118.28444,2013
489647,1001,,S,PALOS VERDES,ST,,90731,1/23/2013,,015B201   515,GENERAL,Harbor,,O,33.73492,-118.2815,2013
489684,2827,,E,6TH,ST,,90033,1/24/2013,2/17/2015,124-5A225 239,GENERAL,East Los Angeles,754,O,34.03473,-118.20728,2013
489685,4025,,S,NORMANDIE,AVE,,90062,1/24/2013,,114B193   465,GENERAL,South Los Angeles,,O,34.01,-118.30035,2013
489771,2039,,W,68TH,ST,,90047,1/25/2013,5/19/2015,102B189   447,GENERAL,South Los Angeles,844,O,33.97792,-118.31475,2013
489795,900,,N,EUBANK,AVE,,90744,1/25/2013,,030B209    38,GENERAL,Harbor,,O,33.78171,-118.25491,2013
489797,2195,,W,27TH,ST,,90018,1/25/2013,,123B189   836,GENERAL,South Los Angeles,,O,34.03095,-118.31486,2013
489516,158,,S,HARVARD,BLVD,,90004,1/22/2013,,138B193  1211,GENERAL,Central,,O,34.07205,-118.304,2013
728546,5000,,W,WASHINGTON,BLVD,,90016,7/20/2016,,126B181  1042,GENERAL,South Los Angeles,,O,34.04043,-118.34867,2016
489166,7250,,W,FRANKLIN,AVE,,90046,1/14/2013,,147B181    21,GENERAL,Central,,O,34.10329,-118.34724,2013
489312,11608,,W,VENTURA,BLVD,,91604,1/16/2013,,162B169   529,CITATIONS,South Valley,,O,34.14022,-118.38514,2013
489798,1819,,E,107TH,ST,,90002,1/25/2013,,090A215   592,GENERAL,South Los Angeles,,O,33.93908,-118.24004,2013
489815,2191,,W,27TH,ST,,90018,1/28/2013,,123B189   835,GENERAL,South Los Angeles,,O,34.03095,-118.31469,2013
489816,5555,,S,BANDERA,ST,,90058,1/28/2013,,108B213   479,GENERAL,South Los Angeles,,O,33.9914,-118.24019,2013
489819,2185,,W,27TH,ST,,90018,1/28/2013,,123B189   834,GENERAL,South Los Angeles,,O,34.03095,-118.31441,2013
489820,2186,,W,27TH,ST,,90018,1/28/2013,,123B189   904,GENERAL,South Los Angeles,,O,34.0307,-118.31441,2013
489824,1737,,E,SLAUSON,AVE,,90058,1/28/2013,,108B213   688,GENERAL,South Los Angeles,,O,33.98966,-118.24192,2013
489830,13607,,W,TERRA BELLA,ST,,91331,1/28/2013,,201B157   127,GENERAL,North Valley,,O,34.25036,-118.42955,2013
489855,11975,,W,SHERMAN,ROAD,,91605,1/28/2013,,183B165    15,GENERAL,North Valley,,O,34.20133,-118.3945,2013
489931,10715,,S,WESTERN,AVE,,90047,1/29/2013,,090A193   260,GENERAL,South Los Angeles,,O,33.93867,-118.30922,2013
489934,3686,,S,2ND,AVE,,90018,1/29/2013,,117B189   121,GENERAL,South Los Angeles,,O,34.02047,-118.31879,2013
489963,2834,,N,CHADWICK,CIR,,90032,1/29/2013,,141A235   369,GENERAL,East Los Angeles,,O,34.07898,-118.1747,2013
489988,717,,N,SWARTHMORE,AVE,,90272,1/29/2013,,126B125   352,GENERAL,West Los Angeles,,O,34.04303,-118.52705,2013
490019,7518,,S,HARVARD,BLVD,,90047,1/30/2013,,102B193  2000,GENERAL,South Los Angeles,,O,33.97138,-118.30667,2013
490089,3418,,N,CHADWICK,DR,,90032,1/31/2013,,142-5A235 127,PACE,East Los Angeles,,O,34.08542,-118.16982,2013
490250,8001,,N,VANTAGE,AVE,,91605,2/5/2013,,189B165   439,GENERAL,North Valley,,O,34.21597,-118.39784,2013
490261,7634,,N,MORELLA,AVE,,91605,2/5/2013,,186B169   129,GENERAL,North Valley,,O,34.20959,-118.38989,2013
490267,6904,,N,RADFORD,AVE,,91605,2/5/2013,,183B169   430,GENERAL,South Valley,,O,34.19606,-118.39201,2013
490285,443,,S,SAN PEDRO,ST,,90013,2/5/2013,,127-5A213 105,GENERAL,Central,,O,34.04477,-118.24374,2013
490246,8554,,N,MINUET,PL,,91402,2/5/2013,,192B153    89,GENERAL,North Valley,,O,34.22617,-118.43353,2013
728548,4513,,N,GRIFFIN,AVE,,90031,7/20/2016,,145-5A225 126,GENERAL,East Los Angeles,,O,34.09396,-118.20279,2016
728553,10949,,W,TUXFORD,ST,,91352,7/20/2016,,198B173    89,GENERAL,North Valley,,O,34.23615,-118.36935,2016
489972,6853,,N,LANKERSHIM,BLVD,,91605,1/29/2013,,183B169   491,CITATIONS,South Valley,,O,,,2013
490290,7819,,N,BELLINGHAM,AVE,,91605,2/5/2013,,189B165   799,GENERAL,North Valley,,O,34.21269,-118.39888,2013
490292,13120,,W,TONOPAH,ST,,91331,2/5/2013,,195B161   650,GENERAL,North Valley,,O,34.22828,-118.41796,2013
490305,2308,,W,20TH,ST,,90018,2/5/2013,,126B189  1111,GENERAL,South Los Angeles,,O,34.0388,-118.31512,2013
490485,7831,,N,DE SOTO,AVE,,91304,2/7/2013,,189B109   762,GENERAL,South Valley,,O,34.21286,-118.58869,2013
490860,3336,,E,PEPPER,AVE,,90065,2/12/2013,,145-5A219 444,GENERAL,East Los Angeles,,O,34.09108,-118.22203,2013
728554,580,,N,LUCERNE,BLVD,,90004,7/20/2016,,141B189   727,GENERAL,Central,,O,34.0812,-118.3247,2016
728555,2109,,S,TOBERMAN,ST,,90007,7/20/2016,,124-5A201 203,GENERAL,South Los Angeles,,O,34.03543,-118.28099,2016
728557,4637,,N,LAUREL CANYON,BLVD,,91607,7/20/2016,,168B165   813,CNAP,South Valley,,O,34.15506,-118.3967,2016
490374,10074,,N,WOODALE,AVE,,91331,2/6/2013,,204B153   654,GENERAL,North Valley,,O,34.25415,-118.4422,2013
490515,9688,,N,ARLETA,AVE,,91331,2/7/2013,,201B157   582,GENERAL,North Valley,,O,34.24603,-118.43,2013
490521,7658,,N,GENTRY,AVE,,91605,2/7/2013,,186B165    61,GENERAL,North Valley,,O,34.21007,-118.39308,2013
490543,247,2-Jan,E,LA FOLLETTE,DR,,90042,2/8/2013,,153A231    77,GENERAL,East Los Angeles,,O,34.11495,-118.18741,2013
490673,10637,,N,EL DORADO,AVE,,91331,2/8/2013,,207B157   759,GENERAL,North Valley,,O,34.26326,-118.42219,2013
490685,1864,,E,1ST,ST,,90033,2/8/2013,,129A221   255,GENERAL,East Los Angeles,,O,34.0465,-118.21779,2013
490700,4311,,N,GARDEN HOMES,AVE,,90032,2/11/2013,,147A235   182,GENERAL,East Los Angeles,,O,34.09606,-118.16858,2013
490703,12762,,W,LANDALE,ST,,91604,2/11/2013,,165B161   134,GENERAL,South Valley,,O,34.1517,-118.41136,2013
490717,1012,,S,SANTEE,ST,,90015,2/11/2013,,126A209   223,GENERAL,Central,,O,34.03856,-118.25516,2013
490736,318,,E,1ST,ST,,90012,2/11/2013,,130-5A215 334,GENERAL,Central,,O,34.05,-118.24058,2013
490747,4855,,W,JEFFERSON,BLVD,,90016,2/11/2013,,120B181   736,GENERAL,South Los Angeles,,O,34.02568,-118.35049,2013
490778,3555,,S,POTOMAC,AVE,,90016,2/12/2013,,120B181  1133,CNAP,South Los Angeles,,O,34.02215,-118.34433,2013
490321,312,,E,120TH,ST,,90061,2/6/2013,,084B205  1229,GENERAL,South Los Angeles,,O,33.92354,-118.26905,2013
490547,17218,,W,ESCALON,DR,,91436,2/8/2013,,159B133   179,GENERAL,South Valley,,O,34.13227,-118.50401,2013
490873,5814,,N,BECKFORD,AVE,,91356,2/12/2013,,174B121    81,GENERAL,South Valley,,O,34.17638,-118.55134,2013
490894,14550,,W,GALLAUDET,PL,,90272,2/12/2013,,129B129   819,GENERAL,West Los Angeles,,O,34.04646,-118.51545,2013
490920,10710,,S,MAIN,ST,,90003,2/13/2013,,090A205   356,GENERAL,South Los Angeles,,O,33.93895,-118.27371,2013
491015,1410,,S,MAIN,ST,,90291,2/13/2013,,108B145  1701,GENERAL,West Los Angeles,,O,33.98922,-118.47171,2013
491024,10749,,S,MONA,BLVD,,90059,2/13/2013,,088-5A217 180,GENERAL,South Los Angeles,,O,33.93743,-118.22928,2013
491103,1823,,E,SLAUSON,AVE,,90058,2/14/2013,,108B213   707,GENERAL,South Los Angeles,,O,33.98965,-118.24022,2013
491111,7221,,S,HALLDALE,AVE,,90047,2/14/2013,,102B193  1502,GENERAL,South Los Angeles,,O,33.97385,-118.30256,2013
491134,1907,,S,LA CIENEGA,BLVD,,90034,2/14/2013,,126B173   480,GENERAL,South Los Angeles,,O,34.0423,-118.37669,2013
491145,19252,,W,HARLISS,ST,,91324,2/15/2013,,201B117   365,GENERAL,North Valley,,O,34.24715,-118.55311,2013
491152,8014,,S,AVALON,BLVD,,90001,2/15/2013,,099B205   971,GENERAL,South Los Angeles,,O,33.966,-118.26496,2013
728594,1270,,W,80TH,ST,,90044,7/20/2016,,099B197   781,PACE,South Los Angeles,,O,33.96639,-118.29835,2016
490913,931,,N,POPPY,ST,,90042,2/13/2013,,160-5A231 195,GENERAL,East Los Angeles,,O,34.1321,-118.1869,2013
491139,5074,,N,GLEN IRIS,AVE,,90041,2/14/2013,,162A223   168,GENERAL,East Los Angeles,,O,34.13845,-118.20942,2013
491156,1015,,W,20TH,ST,,90007,2/15/2013,,124-5A201  36,GENERAL,South Los Angeles,,O,34.03678,-118.28061,2013
491170,161,,W,58TH,ST,,90037,2/15/2013,,108B201  1193,GENERAL,South Los Angeles,,O,33.98985,-118.27601,2013
491194,16209,,W,COMMUNITY,CT,,91343,2/19/2013,,192B137   203,GENERAL,North Valley,,O,34.22372,-118.48588,2013
491307,1659,,S,ROOSEVELT,AVE,,90006,2/20/2013,,126B193   325,GENERAL,South Los Angeles,,O,34.04331,-118.30196,2013
491317,1733,,S,CRESCENT,AVE,,90731,2/20/2013,,012B201   530,GENERAL,Harbor,,O,33.72839,-118.28221,2013
491510,3705,,S,VETERAN,AVE,,90034,2/21/2013,,117B161   639,GENERAL,West Los Angeles,,O,34.01742,-118.41407,2013
491513,1230,,E,50TH,ST,,90011,2/21/2013,,111A211   317,GENERAL,South Los Angeles,,O,33.99789,-118.25343,2013
491516,1527,,E,32ND,ST,,90011,2/21/2013,,117A213   373,CITATIONS,South Los Angeles,,O,34.01264,-118.24751,2013
491545,10932,,N,TUJUNGA CANYON,BLVD,,91042,2/22/2013,,207B197    66,GENERAL,North Valley,,O,34.26755,-118.29679,2013
491654,248,,N,BROAD,AVE,,90744,2/22/2013,,027B209   116,GENERAL,Harbor,,O,33.7726,-118.2604,2013
491496,1625,,N,BRIDGEPORT,DR,,90065,2/21/2013,,148-5A219  59,GENERAL,East Los Angeles,,O,34.10204,-118.22598,2013
728607,1036,,W,48TH,ST,,90037,7/20/2016,,111B197   831,GENERAL,South Los Angeles,,O,33.99947,-118.29295,2016
728609,1334,,S,BURLINGTON,AVE,,90015,7/20/2016,,127-5A203 106,GENERAL,Central,,O,34.04453,-118.27943,2016
728622,12336,,W,ROCHEDALE,LANE,,90049,7/20/2016,,138B141   404,GENERAL,West Los Angeles,,O,34.07281,-118.48397,2016
491155,3032,,W,ROWENA,AVE,,90039,2/15/2013,,151-5A205 171,GENERAL,East Los Angeles,,O,34.10882,-118.27064,2013
491172,2814,,N,PHELPS,AVE,,90032,2/15/2013,,141A233   286,GENERAL,East Los Angeles,,O,34.07877,-118.17707,2013
491278,6544,,W,DE LONGPRE,AVE,,90028,2/20/2013,,147A187   297,GENERAL,Central,,O,34.09605,-118.33201,2013
491672,501,,E,C,ST,,90744,2/22/2013,,027B209    50,GENERAL,Harbor,,O,33.77332,-118.25652,2013
728635,359,,E,33RD,ST,,90011,7/20/2016,,118-5A207 341,GENERAL,South Los Angeles,,O,34.01733,-118.26697,2016
491733,4258,,W,DON LUIS,DR,,90008,2/25/2013,,114B181   767,GENERAL,South Los Angeles,,O,34.00548,-118.34606,2013
728636,2158,,W,82ND,ST,,90047,7/20/2016,,099B189   730,PACE,South Los Angeles,,O,33.96447,-118.31748,2016
491736,1933,,S,ALAMEDA,ST,,90058,2/25/2013,,118-5A215  43,GENERAL,South Los Angeles,,O,34.01901,-118.23979,2013
728637,2144,,W,82ND,ST,,90047,7/20/2016,,099B189   733,PACE,South Los Angeles,,O,33.96447,-118.31707,2016
728638,2128,,W,82ND,ST,,90047,7/20/2016,,099B189   737,PACE,South Los Angeles,,O,33.96447,-118.31651,2016
491753,1411,,S,LINCOLN,BLVD,,90291,2/25/2013,,111B145  1243,GENERAL,West Los Angeles,,O,33.99757,-118.46044,2013
491754,5937,,W,78TH,ST,,90045,2/25/2013,,099B169   361,GENERAL,West Los Angeles,,O,33.96913,-118.38797,2013
728639,2114,,W,82ND,ST,,90047,7/20/2016,,099B189   740,PACE,South Los Angeles,,O,33.96446,-118.3161,2016
728640,2102,,W,82ND,ST,,90047,7/20/2016,,099B189   743,PACE,South Los Angeles,,O,33.96447,-118.31578,2016
728641,2000,,W,82ND,ST,,90047,7/20/2016,,099B189   757,PACE,South Los Angeles,,O,33.96447,-118.31356,2016
728642,1936,,W,82ND,ST,,90047,7/20/2016,,099B193  1348,PACE,South Los Angeles,,O,33.96447,-118.31251,2016
728643,1818,,W,82ND,ST,,90047,7/20/2016,,099B193  1367,PACE,South Los Angeles,,O,33.96446,-118.3098,2016
728644,1814,,W,82ND,ST,,90047,7/20/2016,,099B193  1368,PACE,South Los Angeles,,O,33.96446,-118.30963,2016
728691,510,,E,59TH,PL,,90003,7/20/2016,,105B205   324,GENERAL,South Los Angeles,,O,33.98598,-118.26596,2016
728696,7014,,W,SANTA MONICA,BLVD,,90038,7/21/2016,,144B181   487,GENERAL,Central,,O,34.09056,-118.34217,2016
728713,22107,,W,PROVIDENCIA,ST,,91364,7/21/2016,,168B101   349,GENERAL,South Valley,,O,34.15783,-118.60815,2016
728712,4944,,N,LEDGE,AVE,,91601,7/21/2016,,168B177    65,GENERAL,South Valley,,O,34.16077,-118.35702,2016
491840,1020,,S,HOBART,BLVD,,90006,2/26/2013,,129B193   405,GENERAL,Central,,O,34.05204,-118.3051,2013
